Simulation from altruism.c performed at Mon Oct 17 14:41:58 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.005000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 0.100000
(1 - alpha)*kappa = 0.090000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
1625000 130000.000000 400564 229685 170879 0.425473 0.395487 0.465778 0.573780 0.605590 0.531022 0.062490 0.108981 0.000000 3.827789 3.811984 3.849033 0.226811 0.221875 0.233445 -0.017317 0.226774
1687500 135000.000000 401348 220462 180886 0.450299 0.417963 0.489709 0.550903 0.581449 0.513674 0.061450 0.111869 0.000000 3.832257 3.819417 3.847906 0.230093 0.225310 0.235923 -0.017978 0.229589
1750000 140000.000000 402026 208215 193811 0.488793 0.439431 0.541824 0.519156 0.557972 0.477455 0.059177 0.114261 0.000000 3.831391 3.811166 3.853119 0.227927 0.221899 0.234402 -0.025833 0.227588
1812500 145000.000000 401033 198854 202179 0.512354 0.453331 0.570407 0.496326 0.536680 0.456635 0.057546 0.116054 0.000000 3.819009 3.805273 3.832518 0.225102 0.219456 0.230656 -0.029192 0.224786
1875000 150000.000000 401139 191784 209355 0.557769 0.464912 0.642832 0.476787 0.524245 0.433313 0.055976 0.117080 0.000000 3.806091 3.782855 3.827377 0.221751 0.214144 0.228720 -0.044186 0.222274
1937500 155000.000000 400949 176968 223981 0.605261 0.510321 0.680274 0.440744 0.491767 0.400430 0.054419 0.123294 0.000000 3.812417 3.797223 3.824422 0.224804 0.219582 0.228929 -0.041962 0.225242
2000000 160000.000000 400913 163472 237441 0.732870 0.563847 0.849238 0.407894 0.468356 0.366268 0.052686 0.129212 0.000000 3.828737 3.800694 3.848044 0.229600 0.221162 0.235409 -0.069334 0.229908
2062500 165000.000000 400849 158246 242603 7169516.983308 0.568617 11846076.195517 0.395447 0.467566 0.348405 0.051081 0.129392 0.000000 3.801655 3.774743 3.819209 0.225834 0.216196 0.232121 -2835162.506076 0.224477
2125000 170000.000000 400747 146153 254594 2866421.044491 0.618326 4511927.005138 0.364214 0.438000 0.321856 0.049341 0.135291 0.000000 3.806236 3.777829 3.822543 0.225563 0.215886 0.231118 -1043989.877988 0.225504
2187500 175000.000000 401434 137016 264418 14389458.533311 0.651227 21845781.329687 0.340253 0.421192 0.298313 0.047528 0.139249 0.000000 3.804775 3.792230 3.811276 0.223650 0.214884 0.228193 -4896062.944040 0.222274
2250000 180000.000000 401055 129444 271611 89034.875211 0.685309 131466.668024 0.322859 0.414726 0.279077 0.045982 0.142465 0.000000 3.797428 3.768981 3.810985 0.221124 0.210522 0.226177 -28745.478774 0.221189
2312500 185000.000000 401176 121312 279864 119928.959204 0.722577 171913.974217 0.302447 0.394384 0.262596 0.044327 0.146588 0.000000 3.790579 3.755245 3.805896 0.216738 0.206197 0.221308 -36271.988868 0.218501
2375000 190000.000000 400758 115668 285090 20477014.686329 0.740987 28785041.095632 0.288201 0.393876 0.245327 0.042716 0.147999 0.000000 3.763938 3.736141 3.775216 0.213596 0.201230 0.218613 -5901505.464651 0.213866
2437500 195000.000000 400999 107102 293897 17479763.187234 0.788976 23849741.487043 0.267354 0.388298 0.223279 0.040860 0.152984 0.000000 3.764213 3.726351 3.778011 0.212777 0.198987 0.217802 -4673276.816522 0.210726
2500000 200000.000000 401278 98211 303067 39755097.939418 0.842564 52638017.693068 0.244447 0.356138 0.208252 0.039063 0.159608 0.000000 3.746869 3.742711 3.748216 0.211160 0.197813 0.215486 -9718005.443436 0.206214
2562500 205000.000000 400917 94674 306243 48491383.466899 0.868322 63482332.341275 0.236227 0.349730 0.201138 0.038320 0.162276 0.000000 3.740338 3.726059 3.744752 0.209741 0.196588 0.213807 -11454965.768769 0.205049
2625000 210000.000000 401283 91056 310227 38572568.107915 0.902092 49894160.617573 0.226727 0.336934 0.194380 0.037648 0.165914 0.000000 3.739136 3.732314 3.741138 0.208610 0.193835 0.212947 -8745456.890910 0.204696
2687500 215000.000000 400862 85978 314884 57468816.714916 0.920875 73160480.452477 0.215205 0.340253 0.181062 0.035956 0.167641 0.000000 3.717015 3.712440 3.718265 0.206547 0.192583 0.210360 -12367598.182463 0.197512
2750000 220000.000000 401115 82693 318422 60412143.118234 0.952421 76100950.022656 0.206684 0.329342 0.174830 0.035240 0.170936 0.000000 3.717320 3.706033 3.720251 0.203500 0.188996 0.207267 -12486222.406930 0.196349
2812500 225000.000000 400578 77817 322761 62431652.069183 0.995167 77483792.171699 0.194786 0.320912 0.164377 0.034064 0.175350 0.000000 3.698934 3.696275 3.699575 0.200372 0.186441 0.203731 -12160815.151724 0.193323
2875000 230000.000000 401112 75099 326013 57480828.835874 1.030029 70721873.479473 0.187633 0.313667 0.158601 0.033467 0.178752 0.000000 3.703088 3.676535 3.709205 0.200727 0.184674 0.204424 -10785319.104672 0.192849
2937500 235000.000000 400282 68999 331283 49534455.626514 1.115068 59851398.623393 0.172699 0.296456 0.146924 0.032399 0.187956 0.000000 3.703777 3.682861 3.708133 0.197640 0.181553 0.200990 -8554573.275722 0.192211
3000000 240000.000000 400574 64816 335758 38375870.078991 1.209301 45784093.610996 0.161294 0.278649 0.138639 0.032036 0.197988 0.000000 3.720008 3.684123 3.726936 0.198773 0.181733 0.202062 -6189792.027696 0.195674
3062500 245000.000000 401425 59683 341742 58480076.856725 1.296906 68693238.685349 0.148893 0.269990 0.127745 0.030752 0.206833 0.000000 3.697203 3.671038 3.701772 0.199999 0.181215 0.203279 -8707291.004828 0.192821
3125000 250000.000000 400926 54166 346760 57075138.977949 1.439270 65990619.136899 0.135791 0.257898 0.116717 0.029950 0.221685 0.000000 3.722398 3.683551 3.728466 0.201088 0.182110 0.204053 -7750272.209927 0.194449
3187500 255000.000000 400731 46421 354310 70880612.716209 1.704110 80167251.094441 0.116236 0.216346 0.103119 0.029021 0.250528 0.000000 3.727321 3.722556 3.727945 0.206786 0.191582 0.208778 -8238857.150211 0.197405
3250000 260000.000000 402263 46092 356171 72688411.138730 1.769557 82095000.009362 0.114598 0.210697 0.102161 0.029519 0.257625 0.000000 3.752471 3.753784 3.752301 0.209315 0.196403 0.210986 -8329917.997916 0.202759
3312500 265000.000000 401307 46859 354448 49793794.895470 1.757985 56376671.234534 0.117352 0.214164 0.104554 0.029930 0.256321 0.000000 3.766019 3.758453 3.767020 0.211906 0.197858 0.213764 -5843421.832036 0.205273
3375000 270000.000000 401664 47075 354589 60436907.316510 1.728016 68460470.739451 0.117134 0.209592 0.104860 0.029718 0.253567 0.000000 3.749492 3.758217 3.748334 0.210228 0.199973 0.211589 -7079243.763798 0.202523
3437500 275000.000000 400975 45710 355265 73869767.961941 1.765311 83374185.827049 0.114252 0.206302 0.102408 0.029357 0.257521 0.000000 3.736774 3.769562 3.732555 0.209743 0.201236 0.210837 -8439753.580232 0.201240
3500000 280000.000000 400766 44109 356657 71055321.507253 1.840732 79842977.701222 0.109920 0.198275 0.098993 0.029188 0.265197 0.000000 3.724704 3.761423 3.720163 0.208535 0.201193 0.209443 -7810390.651140 0.202594
3562500 285000.000000 401124 45546 355578 52811763.725862 1.796457 59576424.387761 0.113370 0.213005 0.100607 0.029572 0.260438 0.000000 3.741201 3.759693 3.738832 0.207194 0.203595 0.207655 -5987252.020727 0.203980
3625000 290000.000000 401334 47518 353816 54125949.927519 1.745653 61395142.970531 0.118028 0.210806 0.105568 0.030212 0.255171 0.000000 3.768791 3.762555 3.769629 0.210582 0.203976 0.211470 -6388402.847625 0.206686
3687500 295000.000000 401662 46830 354832 65387409.069616 1.786870 74017105.047016 0.116462 0.209063 0.104240 0.030267 0.259601 0.000000 3.761823 3.773570 3.760273 0.211056 0.206404 0.211670 -7615125.536809 0.208332
3750000 300000.000000 401158 47066 354092 52588997.350066 1.774866 59579140.210519 0.117372 0.206233 0.105561 0.030302 0.258272 0.000000 3.746662 3.764480 3.744294 0.211830 0.203947 0.212878 -6172487.535114 0.208237
3812500 305000.000000 401288 48385 352903 33228200.492182 1.738204 37783974.732445 0.120769 0.208951 0.108679 0.030669 0.254357 0.000000 3.762801 3.750837 3.764442 0.213590 0.203331 0.214996 -4012949.081416 0.209583
3875000 310000.000000 401382 48244 353138 55507972.256309 1.756207 63091201.840231 0.120087 0.202970 0.108764 0.030898 0.257062 0.000000 3.767900 3.795434 3.764139 0.216212 0.211877 0.216805 -6665787.527541 0.211087
3937500 315000.000000 400811 48978 351833 43776500.724134 1.719465 49870543.546301 0.121968 0.201586 0.110884 0.031019 0.253846 0.000000 3.763123 3.809000 3.756737 0.216904 0.215565 0.217090 -5339315.464394 0.210114
4000000 320000.000000 400818 44869 355949 69691489.866362 1.885901 78476420.781163 0.111952 0.184281 0.102835 0.030351 0.271132 0.000000 3.784015 3.815858 3.780001 0.219382 0.215919 0.219819 -7802128.980410 0.211115
4062500 325000.000000 401362 41446 359916 51779005.682726 2.093738 57741598.573147 0.103110 0.174555 0.094883 0.030172 0.292183 0.000000 3.791101 3.821589 3.787591 0.219837 0.214644 0.220435 -5338953.822208 0.216206
4125000 330000.000000 400968 39912 361056 85113178.109049 2.144547 94521793.612169 0.099610 0.168976 0.091942 0.029613 0.297499 0.000000 3.776344 3.820400 3.771474 0.220209 0.214813 0.220805 -8478127.980813 0.213466
4187500 335000.000000 401732 38608 363124 53049968.019528 2.232657 58690336.265908 0.096490 0.160721 0.089661 0.029463 0.306574 0.000000 3.799292 3.817423 3.797365 0.221703 0.214469 0.222472 -5118791.713771 0.214567
4250000 340000.000000 402074 39670 362404 74120556.731492 2.197520 82234049.955527 0.098790 0.162200 0.091849 0.029876 0.302806 0.000000 3.792952 3.813803 3.790669 0.222888 0.213189 0.223949 -7322385.829623 0.216815
4312500 345000.000000 401337 37319 364018 83585659.227480 2.294976 92154831.991094 0.092581 0.144586 0.087250 0.029149 0.313470 0.000000 3.784117 3.830232 3.779390 0.223205 0.215983 0.223946 -7738466.210806 0.213402
4375000 350000.000000 402012 38693 363319 63944805.356723 2.240686 70754843.551721 0.096415 0.150884 0.090614 0.029638 0.307930 0.000000 3.789725 3.836293 3.784766 0.223564 0.218789 0.224073 -6165253.433700 0.215662
4437500 355000.000000 401790 39198 362592 61994033.851348 2.207082 68695897.247099 0.097887 0.154519 0.091765 0.029713 0.304563 0.000000 3.777559 3.846405 3.770116 0.225175 0.220737 0.225655 -6068419.781797 0.215319
4500000 360000.000000 401302 37344 363958 78386293.347882 2.324261 86429137.994756 0.093418 0.149637 0.087650 0.029446 0.316434 0.000000 3.780162 3.836971 3.774333 0.224569 0.220277 0.225009 -7322681.782559 0.216289
4562500 365000.000000 400988 35945 365043 83628305.980891 2.368389 91863005.381653 0.089909 0.145041 0.084480 0.028765 0.320887 0.000000 3.783926 3.834323 3.778964 0.221619 0.217416 0.222033 -7518931.288410 0.212305
4625000 370000.000000 401555 38039 363516 76406095.358617 2.271489 84401373.076629 0.094447 0.146392 0.089012 0.029472 0.311117 0.000000 3.783761 3.834114 3.778491 0.224713 0.218065 0.225408 -7216357.661706 0.215176
4687500 375000.000000 401074 37708 363366 86959501.851044 2.325488 95983650.527886 0.094257 0.146700 0.088814 0.029744 0.316367 0.000000 3.782213 3.817367 3.778565 0.229098 0.216853 0.230368 -8196503.127461 0.218637
4750000 380000.000000 401749 36327 365422 76503337.243348 2.509933 84108617.278107 0.090629 0.140785 0.085643 0.030307 0.335175 0.000000 3.826491 3.842975 3.824853 0.231954 0.223150 0.232830 -6933436.893343 0.226953
4812500 385000.000000 401958 40200 361758 93227439.123071 2.225780 103587245.853731 0.099624 0.146331 0.094434 0.030675 0.306721 0.000000 3.804619 3.855789 3.798933 0.233370 0.226921 0.234087 -9287683.113507 0.222601
4875000 390000.000000 402108 40817 361291 79249607.806541 2.238107 88202864.739280 0.101455 0.146882 0.096322 0.031262 0.307977 0.000000 3.819782 3.854936 3.815811 0.235818 0.230700 0.236397 -8040234.703538 0.227185
4937500 395000.000000 400787 38744 362043 69303538.143082 2.318560 76720049.971748 0.096000 0.141919 0.091086 0.030563 0.316163 0.000000 3.827041 3.856129 3.823928 0.232570 0.225576 0.233319 -6653159.876112 0.224135
5000000 400000.000000 401290 37412 363878 79108771.482851 2.388185 87242314.234458 0.093830 0.144337 0.088637 0.030110 0.322963 0.000000 3.800385 3.843073 3.795996 0.229973 0.223806 0.230607 -7422799.607336 0.222649
