Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
0 0.000000 0.000000 -0.000001 0.000000 0.000000 0.000000 0.000000
62500 5000.000000 -0.006760 -0.021066 0.020019 0.003862 0.019594 0.003578
125000 10000.000000 0.004746 -0.034645 0.028797 0.005168 0.028542 0.004403
187500 15000.000000 0.011290 -0.045308 0.034310 0.005962 0.034207 0.004729
250000 20000.000000 0.024736 -0.055883 0.055986 0.006833 0.055997 0.004932
312500 25000.000000 0.027896 -0.065375 0.058178 0.007621 0.058210 0.005040
375000 30000.000000 0.030934 -0.075056 0.070602 0.008588 0.070724 0.005119
437500 35000.000000 0.035005 -0.083823 0.074818 0.009470 0.075190 0.005150
500000 40000.000000 0.031005 -0.090045 0.067486 0.010160 0.067803 0.005224
562500 45000.000000 0.030013 -0.095311 0.061282 0.010722 0.061820 0.005339
625000 50000.000000 0.032040 -0.100037 0.064399 0.011274 0.064687 0.005445
687500 55000.000000 0.026644 -0.104874 0.064936 0.011792 0.064583 0.005533
750000 60000.000000 0.023525 -0.108671 0.058085 0.012265 0.058293 0.005649
812500 65000.000000 0.017037 -0.113025 0.078684 0.012784 0.075848 0.005713
875000 70000.000000 0.009438 -0.115636 0.069546 0.013156 0.067344 0.005766
937500 75000.000000 -0.006788 -0.118129 0.072100 0.013560 0.068096 0.005856
1000000 80000.000000 -0.020166 -0.120456 0.078525 0.013934 0.072123 0.005898
1062500 85000.000000 -0.038627 -0.122188 0.081906 0.014323 0.072908 0.005973
1125000 90000.000000 -0.056700 -0.123503 0.087334 0.014656 0.074940 0.006014
1187500 95000.000000 -0.087167 -0.124354 0.096285 0.015038 0.077511 0.006082
1250000 100000.000000 -0.130300 -0.124825 0.112763 0.015420 0.084887 0.006123
1312500 105000.000000 -0.150941 -0.125061 0.103998 0.015844 0.076955 0.006180
1375000 110000.000000 -0.194448 -0.125083 0.127734 0.016253 0.088680 0.006198
1437500 115000.000000 -0.202857 -0.125107 0.122627 0.016781 0.084886 0.006260
1500000 120000.000000 -0.215957 -0.125170 0.130741 0.017275 0.088857 0.006269
1562500 125000.000000 -0.227531 -0.125189 0.130967 0.017806 0.088293 0.006304
1625000 130000.000000 -0.228555 -0.125258 0.132937 0.018361 0.089868 0.006333
1687500 135000.000000 -0.221838 -0.125339 0.119186 0.018981 0.082267 0.006396
1750000 140000.000000 -0.222331 -0.125334 0.109801 0.019469 0.075585 0.006425
1812500 145000.000000 -0.226951 -0.125376 0.109106 0.019908 0.074393 0.006418
1875000 150000.000000 -0.235782 -0.125393 0.120058 0.020450 0.079944 0.006444
1937500 155000.000000 -0.249954 -0.125433 0.147776 0.021041 0.096809 0.006471
2000000 160000.000000 -0.256861 -0.125441 0.154907 0.021717 0.099299 0.006491
2062500 165000.000000 -0.272559 -0.125460 0.162083 0.022380 0.101668 0.006493
2125000 170000.000000 -0.283283 -0.125337 0.155506 0.022996 0.096157 0.006454
2187500 175000.000000 -0.293241 -0.125288 0.146855 0.023808 0.088703 0.006488
2250000 180000.000000 -0.307755 -0.125244 0.150145 0.024693 0.086262 0.006564
2312500 185000.000000 -0.327637 -0.125246 0.162899 0.025771 0.088271 0.006579
2375000 190000.000000 -0.337816 -0.125244 0.153303 0.026980 0.080966 0.006612
2437500 195000.000000 -0.359804 -0.125095 0.150390 0.028356 0.076077 0.006703
2500000 200000.000000 -0.371829 -0.125046 0.135773 0.029778 0.068494 0.006788
2562500 205000.000000 -0.412594 -0.125057 0.166997 0.031405 0.074923 0.006870
2625000 210000.000000 -0.447471 -0.125015 0.192436 0.033516 0.080535 0.006869
2687500 215000.000000 -0.464251 -0.124993 0.186624 0.036215 0.074943 0.006964
2750000 220000.000000 -0.480058 -0.125060 0.189747 0.040230 0.071856 0.007042
2812500 225000.000000 -0.488084 -0.125129 0.183542 0.046348 0.069074 0.007152
2875000 230000.000000 -0.497460 -0.125080 1094911.382348 -478849.297145 0.075446 0.007217
2937500 235000.000000 -0.479900 -0.124937 -594839.411433 594839.639973 0.077687 0.007279
3000000 240000.000000 -0.457591 -0.124989 -594839.393012 594839.643472 0.093105 0.007300
3062500 245000.000000 -0.444446 -0.124994 -594839.381627 594839.646626 0.100107 0.007362
3125000 250000.000000 -0.437849 -0.124978 -594839.388273 594839.650158 0.100719 0.007384
3187500 255000.000000 -0.423679 -0.124946 -594839.413787 594839.653674 0.095241 0.007408
3250000 260000.000000 -0.411524 -0.125026 -596011.705888 596011.918785 0.087895 0.007438
3312500 265000.000000 -0.381757 -0.124974 -596011.696503 596011.920961 0.098263 0.007469
3375000 270000.000000 -0.378673 -0.125024 -596011.700356 596011.922970 0.096813 0.007486
3437500 275000.000000 -0.374076 -0.125105 -596011.710305 596011.925232 0.092951 0.007472
3500000 280000.000000 -0.375194 -0.125177 -608598.861321 608599.078684 0.092158 0.007502
3562500 285000.000000 -0.372458 -0.125194 -608598.869808 608599.082685 0.087409 0.007554
3625000 290000.000000 -0.381581 -0.125200 -618530.618610 618530.845463 0.090321 0.007535
3687500 295000.000000 -0.402347 -0.125231 -625616.412510 638292.386653 0.084962 0.007609
3750000 300000.000000 -0.427039 -0.125155 -918853.921349 918854.198478 0.091560 0.007628
3812500 305000.000000 -0.457576 -0.125183 -918853.886938 918854.206836 0.090894 0.007667
3875000 310000.000000 -0.505171 -0.125097 1424050.001029 -1424049.617509 0.094684 0.007704
3937500 315000.000000 -0.549455 -0.125161 1192490.791676 -1192490.355468 0.100487 0.007708
4000000 320000.000000 -0.569700 -0.125214 1473792.020990 1614785.962755 0.105553 0.007743
4062500 325000.000000 -0.589418 -0.125120 1325409.676627 -19985.234888 0.102075 0.007751
4125000 330000.000000 -0.613601 -0.124999 6388502.068392 -5140469.492140 0.103472 0.007758
4187500 335000.000000 -0.636704 -0.124643 38062430.622332 -29857247.170222 0.104692 0.007740
4250000 340000.000000 -0.646292 -0.123190 118434368.488314 -95881248.851517 0.104224 0.007789
4312500 345000.000000 -0.647541 -0.122110 139306237.877266 -129836732.392518 0.101929 0.007759
4375000 350000.000000 -0.645189 -0.121455 168189698.089311 -158963384.520749 0.101663 0.007809
4437500 355000.000000 -0.639361 -0.120883 182449572.692217 -177437751.822078 0.103142 0.007811
4500000 360000.000000 -0.643407 -0.120505 190937641.611041 -190210618.184404 0.094179 0.007842
